concept_id,en_abbrev,en_full,korean,domain,short,related
분리판,,Bipolar Plate,연료전지 분리판,에너지,"연료전지 내부에서 전기 발생의 유효 성분인 수소 가스와 산소 공기가 서로 섞이지 않도록 격리하면서, 두 기체가 흐르는 유로 통로를 제공하고 생성된 전기를 모으는 집전 접점 역할을 동시에 하는 얇은 판재 부품입니다. 셀 구조를 견고하게 버텨주는 척추 뼈대 역할을 합니다. 발전 효율이 우수한 세라믹 기반의 차세대 고체산화물 연료전지 시스템 내부에서 지지형 셀들을 적층해 대용량 스택 전지 모듈로 조립할 때 필수 장착됩니다.",금속-분리판
분말-열간등방압성형,PM-HIP,Powder Metallurgy Hot Isostatic Pressing,분말 열간 등방압 성형 공법,원자력,"가혹한 하중을 버텨야 하는 금속 가루 원료를 특수 몰드 틀에 넣고, 고온의 불활성 가스 기압을 이용해 사방 모든 방향에서 동일한 고압을 가해 한 번에 틈새 없이 단단한 입체 부품 형상으로 찍어내는 금속 야금 가공 기술입니다. 내부 미세 기포나 흠집 불량을 완벽 제거합니다. 원자력 발전소 내부의 거대한 압력을 버텨야 하는 핵심 밸브 부품이나 배관 기기를 이음새 용접 가공 낭비 없이 일체형으로 적층 제조하는 원전 기술에 사용됩니다.",몰리브덴
분산-컴퓨팅,,Distributed Computing,분산 컴퓨팅 환경,SW,"한 대의 고성능 컴퓨터로 처리하기 힘든 초대형 연산 과제를, 네트워크망으로 연결된 수많은 일반 컴퓨터와 센서 장치(노드)들에게 잘게 쪼개어 분배한 뒤 다 함께 동시에 병렬 연산 처리하도록 지휘하는 분산 제어 소프트웨어 기술입니다. 연산 과부하 정체 현상을 해결합니다. 사물인터넷 기기나 인공지능 서버망 내부에서 만 개 이상의 연결 장치 노드들을 끊김 없이 유기적으로 자동 제어하고 연산 속도를 높이는 시스템입니다.",비휘발성-메모리
분산제어-시스템,DCS,Distributed Control System,분산 제어 시스템,IoT,"공장 전반의 거대한 기계 설비 시스템 제어를 중앙의 대형 컴퓨터 한 대에 집중시키지 않고, 공정 구역별로 나누어진 소형 가공 제어 장치들이 독립적으로 기계를 자동 통제하도록 조율하는 네트워크 제어 구조입니다. 한 장치가 고장 나도 전체 시스템이 멈추지 않는 강점이 있습니다. 사물인터넷 기기나 실물 산업 하드웨어 센서 신호를 받아 자동으로 조율하는 내장형 임베디드 사이버물리시스템에 쓰입니다.",분산-컴퓨팅
분산형-네트워크,P2P Network,Peer-to-Peer Network,동등 계층 간 분산형 네트워크(P2P 망),블록체인,"중앙의 거대 관리 서버 컴퓨터 서버 없이, 네트워크망에 참여한 모든 개인 구성원의 컴퓨터(노드)들이 대등한 지위에서 서로 직접 연결되어 데이터와 가치 정보를 분산 관리하는 개방형 통신망 구조입니다. 데이터를 조작할 수 있는 중앙 표적이 없습니다. 블록체인 시스템 시스템에서 모든 참여자가 원본 장부를 공동으로 검증하고 투명하게 기록 보관함으로써 임의적인 해킹 위조를 방지하는 기초 통신 인프라입니다.",분산-컴퓨팅
분자설계,,Molecular Design,컴퓨터 분자 설계 기술,바이오,"신약을 개발할 때 실험실에서 수천 번 결합 시험을 하는 대신, 컴퓨터 가상 시뮬레이션 프로그램을 활용하여 원자와 분자들의 화학적 결합 구조를 삼차원 그래픽으로 정밀하게 설계하고 예측하는 첨단 제약 원천 기술입니다. 신약 디자인 도구 역할을 합니다. 질병의 원인이 되는 인체 표적 단백질 수용체의 작용 원리 경로를 규명하고, 이에 딱 맞춘 구조의 고효율 화합물 의약품 신약 후보 물질을 합성하는 공정에 쓰입니다.",반응-기전
분화,,Cell Differentiation,세포 분화 공정,바이오,"초기 유도 모양이 정해지지 않은 줄기세포 형태의 유동성 유기 세포가, 생물학적 신호와 배양 과정을 거치면서 실제 특정한 고유 기능과 구조를 가진 뼈 세포, 근육 세포, 피부 조직 세포 등으로 형태 성질이 명확하게 바뀌어 성장하는 바이오 현상 가공 단계입니다. 세포의 구체적 명함을 만들어줍니다. 인공 배양육이나 줄기세포 치료제를 양산하기 위해 동물 세포를 3D 프린터 지지대 위에서 배양하고 입체 구조화하는 기술에 활용됩니다.",분획;배지
분획,,Fractionation,분획 공정(성분별 쪼개기 분리),바이오,"혼합 물질이 담긴 생물학적 용액이나 천연 식물 소스 원료에 온도 변동, 원심 분리, 화학적 침전 등을 가해, 분자량이나 끓는점이 서로 다른 여러 유효 성분 층으로 잘라내어 개별 순수 물질 성분으로 분리해내는 정밀 추출 가공 공정 단계입니다. 성분을 체로 거르듯 쪼개 줍니다. 천연 농식품 자원액으로부터 영양소 전분이나 지방 성분은 걸러내고 순수한 식물성 유효 단백질 성분만 깔끔하게 분리 정제해 식품 소재를 만드는 가공에 활용됩니다.",분화
불소화합물,F-gases,Fluorinated Compounds,불소 가스 화합물,탄소중립,"분자 구조 내에 불소 원소를 포함하고 있어 열역학적으로 매우 안정적이지만, 공기 중으로 방출되면 이산화탄소의 수천 배에 달하는 거대한 지구 온난화 충격을 주는 대표적인 규제 대상 가스 물질군입니다. 반도체 미세 회로를 깎는 식각 가스 등으로 다량 쓰입니다. 탄소 중립 규제 지침에 부합하기 위해 가동 후 배출되는 불소 가스와 아산화질소 가스를 액화 연료 고온 열로 태워 친환경 무해 가스로 100% 분해 저감하는 기술에 적용됩니다.",
불화수소,HF,Hydrogen Fluoride,불화수소,반도체,"반도체 기판의 표면에 남아있는 불필요한 산화막을 깎아내거나 미세한 이물질을 깨끗하게 씻어내는 데 사용되는 화학 물질입니다. 아주 미세한 불순물도 반도체의 오작동을 유발할 수 있기 때문에 오차가 거의 없는 극도의 높은 순도가 요구되며, 반도체 회로를 형성하는 세정과 식각 공정의 핵심 소재로 쓰입니다.",
블랭크마스크,,Blank Mask,블랭크 마스크,반도체,"반도체 기판에 미세한 회로를 그리기 전, 도면 패턴을 새겨 넣기 직전 상태의 깨끗한 원판 유리입니다. 사진을 찍기 전의 빈 필름과 유사한 역할을 하며, 이 원판 위에 극자외선 등의 빛을 통과시켜 반도체 웨이퍼 위에 회로를 인쇄하게 되므로 미세 공정 반도체를 생산하기 위한 전제 조건이 되는 핵심 부품입니다.",스터러링용-타겟
블레이드,,Blade,블레이드(회전 날개),부품,"고속으로 회전하는 기계 모터 중심축 주위에 부착되어, 회전할 때 기체나 액체 유체를 강하게 밀어내어 기계적 회전 에너지를 유체의 고압 압력 에너지로 변환시켜주는 칼날 모양의 회전 날개 부품입니다. 유체 수송의 추진 날개 역할을 담당합니다. 가전용 세탁 펌프나 산업 공장용 대형 터보식 고성능 고효율 압축 펌프 내부에 탑재되어 가스 및 유체를 수십 기압 이상의 높은 압력 압력으로 다루는 정밀 가공 기술입니다.",모터
블레이드-2,,Wind Turbine Blade,풍력 발전용 날개,에너지,"풍력 발전기 상단에 설치되어 바람을 맞아 돌아가면서 공기의 운동에너지를 회전력으로 바꾸어주는 거대한 날개 부품입니다. 바람의 힘을 극대화하여 내부 축과 베어링으로 전달하는 역할을 하며, 대형 풍력 발전의 효율을 높이기 위해 가벼우면서도 거센 바람을 견딜 수 있는 특수 고강도 설계가 적용됩니다.",
블로어,,Blower,블로어(송풍 장치),수소,"연료전지 발전 시스템 내부로 발전 유효 성분인 산소 공기나 수소 가스를 강한 압력으로 밀어 넣어 순환시켜주는 필수 회전 모터 장착 고속 송풍 장치 부품입니다. 연료전지 내부의 허파 바람막이 역할을 수행합니다. 친환경 수소 차량의 가속 능력을 좌우하는 고밀도 연료전지 스택 엔진 시스템 내부에서 가스 화학 변환 개질기, 기밀 금속 분리판 부품 등과 함께 세트로 결합되어 제조되는 친환경 부품입니다.",금속-분리판;막전극-접합체
비가시권-비행,BVLOS,Beyond Visual Line of Sight,비가시권 비행(조종사 눈에 안 보이는 비행),드론,"조종사가 현장에서 드론 기체를 정면 눈으로 직접 확인하며 조종할 수 있는 가시거리(대략 1~2km) 한계를 벗어나, 내장된 GPS 위성항법 장치와 카메라 전송 신호에만 의존해 원거리 목적지까지 자율 운항하는 고난도 드론 비행 방식입니다. 드론의 장거리 이동 통로가 됩니다. 도심지나 산간 오지 지역으로 10킬로그램이 넘는 무거운 택배 물품을 충돌 방지 융합 센서로 안전하게 무인 배달하는 물류 드론 제조 기술에 적용됩니다.",
비전-센서,,Vision Sensor,비전 센서(차량용 카메라 인지 소자),미래차,"인간의 눈처럼 차량 탑재형 카메라 렌즈를 통해 전방 도로 환경의 실시간 동영상 이미지를 포착한 뒤, 컴퓨터 신호처리 칩을 이용해 차선 위치, 신호등 색상, 보행자 형태를 스마트하게 분석해내는 시각 인지 소자 장치입니다. 자율주행의 눈동자 역할을 수행합니다. 악천후 감지에 능한 전방 레이더 소자, 입체 거리 측정이 정밀한 라이더 센서 장치와 전기적으로 결합되어 미래 자율주행 차량 주행상황 인지 인프라를 구성합니다.",레이더-센서;라이다-센서
비철계,,Non-Ferrous,비철계(철이 없는 소재 계열),소재,"철(Iron) 성분을 포함하지 않거나 철 이외의 구리, 알루미늄, 코발트 등 다른 유효 유익 금속 원소들로만 이루어진 재료 및 촉매 자재 계열을 의미하는 엔지니어링 용어입니다. 자석에 붙지 않고 부식에 강한 강점이 있습니다. 전기 전도성이 극도로 뛰어난 이차전지 전극용 소재를 인쇄 가공할 때, 철 성분 혼입 불량을 원천 차단하기 위해 탄소나노튜브의 분자 성장을 유도하는 특수 전도성 도전재 공정의 기초 촉매로 쓰입니다.",도전재
비탄산염,,Non-carbonate,비탄산염 원료,소재,"시멘트 제조 시 주원료인 석회석 대신 산화칼슘을 함유하고 있는 다른 산업부산물을 활용하는 친환경 재료입니다. 기존 석회석을 가열할 때 다량의 이산화탄소가 배출되는 문제를 해결하기 위해 도입되었으며, 제조 공정에서 발생하는 탄소 배출량을 크게 줄여주는 탄소중립 시멘트 생산의 핵심 원료입니다.",
비할로겐,,Halogen-Free,비할로겐형 친환경 소재,소재,"가열되거나 연소될 때 인체에 치명적인 유독가스와 다이옥신 환경 호르몬을 배출하는 불소, 염소, 브롬 등의 할로겐계 원소를 분자 구조 내에서 완전히 배제하여 배합한 친환경 안전 소재 규격입니다. 화재 시 유독가스 유출 위험을 없애줍니다. 스마트폰이나 고밀도 가전 전자기판 내부에 부품을 장착할 때 전기 누전을 막아주는 수천 볼트 차단의 높은 절연성과 우수한 열안정성을 갖춘 청정 고기능 에폭시 접착제 제조 기술에 적용됩니다.",
비행종단시스템,FTS,Flight Termination System,비행 종단 시스템(비상 강제 정지 장치),우주,"우주 발사체나 대형 비행체가 예정된 궤도를 이탈하여 도심지나 민가 등 민간인 구역으로 추락하는 조난 사고가 예견될 때, 지상 통제소의 무선 신호 명령 신호 명령에 따라 발사체의 엔진 가동을 강제로 정지시키거나 공중에서 폭파해 피해를 최소화하는 최종 비상 안전장치 장치입니다. 우주 로켓의 최후 브레이크 역할을 담당합니다. 독자 우주 발사체의 관성항법 유도 컴퓨터, 전력 및 원격 추적 모듈과 함께 부품 부분품으로 개발되는 기술입니다.",비가시권-비행
비휘발성-메모리,NVM,Non-Volatile Memory,비휘발성 메모리,HW,"컴퓨터나 스마트폰의 전원을 완전히 끄더라도 저장해 둔 사진, 문서, 운영체제 데이터가 증발하거나 지워지지 않고 반도체 소자 내에 고스란히 저장 보관되어 유지되는 성질의 기억 전용 반도체입니다. 스마트폰 플래시 메모리가 대표적입니다. 대용량 정보의 안전 저장은 물론 전원을 켬과 동시에 데이터를 지연 없이 빠르게 처리하도록 서버 인프라 속도를 개선하는 시스템 제어 소프트웨어 개발에 활용됩니다.",보조연산장치
사염화타이타늄,,Titanium Tetrachloride,사염화타이타늄,소재,"타이타늄 광석을 염소 가스와 반응시켜 추출해내는 무색 투명하고 휘발성이 강한 액체 상태의 정밀 화학 중간체 물질입니다. 고순도 타이타늄 금속 제품을 얻기 위한 필수 징검다리 원료입니다. 이 액체 원료를 마그네슘과 반응시켜 가볍고 단단한 타이타늄 합금 스폰지 금속괴를 제련하거나, 도료의 원료가 되는 루타일 및 아나타제형 고기능성 이산화타이타늄 나노 분말 소재를 개발 제조하는 공정에 핵심 원료로 투입됩니다.",몰리브덴;루타일
사전시각화,,Pre-visualization,사전 시각화(프리비즈),콘텐츠,"영화나 드라마 방송 콘텐츠를 실제로 촬영하기 전 단계에서, 컴퓨터 그래픽 가상 카메라 기법을 활용해 감독이 구상한 인물의 동선과 카메라 앵글, 조명 연출을 가상 입체 영상 콘티 형태로 미리 간이 구현해 확인해 보는 사전 디지털 작업 단계입니다. 본 촬영의 시행착오와 제작 비용을 대폭 줄여줍니다. 실시간 영상 게임 엔진 기술과 연동하여 방송 콘텐츠의 연출 품질과 세밀함을 향상시키는 소프트웨어 분야입니다.",버추얼-프로덕션
사파이어-기판,,Sapphire Substrate,사파이어 기판,소재,"인공 사파이어 보석 결정을 가공해 만든 단단하고 투명한 형태의 고기능성 전자 반도체 기초 원판 기판 소재입니다. 열에 강하고 결정 격자 구조 구조가 화합물 반도체 물질 물질과 잘 맞아 튼튼한 적층이 가능합니다. 초미세 가전 화면 화면의 화소가 되는 마이크로 LED 디스플레이 패널 공정에서, 원판 표면에 결함이 없는 고효율 단결정 발광 에피층 가스를 안정적으로 성장시키기 위한 지지대 기본 구조물로 필수적으로 사용됩니다.",박판;발광-공통층
산화물-tft-thin-film-transistor,Oxide TFT,Oxide Thin Film Transistor,산화물 박막 트랜지스터,디스플레이,"디스플레이 유리 원판 위에 인듐, 갈륨, 아연 등 금속 산화물 화합물 소재를 얇게 입혀 만든 디스플레이 화면 제어용 고속 미세 전기 스위치 회로입니다. 일반 실리콘 스위치보다 전자의 이동 속도가 수십 배 빨라 전력 소모가 극히 적은 강점이 있습니다. 태블릿이나 9인치 이상의 고화질 대형 화면, 고성능 능동형 유기발광다이오드 패널 백플레인 기판 위에 개별 화소를 제어하는 구동 소자로 탑재됩니다.",발광-공통층
산화알루미늄,,Aluminum Oxide(Alumina),산화알루미늄(알루미나),소재,"알루미늄과 산소가 결합된 흰색 세라믹 화합물 분말 소재로, 흔히 '알루미나'라고도 부르며 다이아몬드급으로 경도가 단단하고 전기 절연 절연성과 고온 내열성이 뛰어난 대표적인 고기능성 첨단 산업용 도자기 세라믹 기초 재료입니다. 마모에 강합니다. 정밀 전자소자 절연재나 디스플레이 연삭 숫돌 등에 적합하도록, 원료 분말 분말의 순도를 99.9% 이상으로 정밀 합성하고 가공 입도를 고밀도화하는 기술이 핵심입니다.",몰리브덴
상저취전로,,Top and Bottom Blowing Converter,상저취 전로 가마,소재,"철강 제련 공정 전로 가마에서 용융된 쇳물에 고순도 산소를 불어넣을 때, 가마의 맨 꼭대기(상부) 노즐과 맨 바닥(하부) 통로 양쪽 구멍 모두에서 산소 가스를 불어넣어 내부 연소 열을 높이고 불순물을 제거하는 복합 취련식 제강 용기 시설입니다. 쇳물의 온도 균형을 잡아줍니다. 이산화탄소를 배출하는 무거운 철광석 원재료 투입량을 줄이는 대신, 재활용 철스크랩 고철 원료를 대량 투입하여 친환경 저탄소 강철을 생산하는 핵심 제조 장치 기술입니다.",복합취련전로
생물전환기술,,Biotransformation Technology,생물 전환 기술,바이오,"식물이나 미생물이 자체 내장하고 있는 효소(Enzyme) 단백질 생체 촉매를 활용하여, 값싼 일반 천연 유기 화합물의 분자 구조를 유용한 고부가가치 기능성 유효 성분 물질로 안전하게 변환시켜 생산하는 첨단 친환경 바이오 정제 공정 기술입니다. 유해 물질 없이 물질을 개량합니다. 세포 활성을 제어해 안티에이징 주름 개선 효능이 우수한 바이오 특수 화장품 신소재 및 천연 원료를 안정적으로 대량 생산하는 공정에 쓰입니다.",반응-기전
생분해성수지,,Biodegradable Resin,생분해성 수지(친환경 썩는 플라스틱 원료),환경,"사용할 때는 일반 플라스틱 비닐과 똑같이 질기고 편리하지만, 사용 후 버려져 흙속이나 바다 환경에 묻히면 미생물의 작용에 의해 일정 기간 내에 이산화탄소와 물, 토양 유기물로 완전히 분해되어 사라지는 친환경 화학 플라스틱 기초 원료 소재입니다. 쓰레기 잔류 오염을 없애줍니다. 환경표지 국가 마크 인증이나 친환경 용기 포장재 생산을 목적으로 소재의 강도와 보존 성능 물성을 증대시키는 가공 기술이 핵심입니다.",물성
생체역학,,Biomechanics,생체 역학,바이오,"인체 내부 근육, 뼈, 관절 구조물이 물리적인 힘을 받아 어떻게 변형되고 지탱하며 움직이는지, 역학 기계공학적 원리를 인체의 운동 신체 구조에 적용하여 정밀 분석하는 바이오 의공학 학문이자 융합 설계 기술입니다. 인체의 물리적 구동 지도를 완성합니다. 신경이 영구 마비 손상된 환자의 보행을 돕기 위해 생체 공학 모사 바이오닉스 센서 로봇 기술과 결합하여 신체 기능을 복원하는 첨단 재활 의료기기 제조 기술에 쓰입니다.",바이오닉스
서비스가이드-인코더,,Service Guide Encoder,서비스 가이드 정보 압축 인코더,방송,"디지털 초고화질 방송에서 사용자가 시청하는 TV 화면에 채널 편성표, 프로그램 줄거리 자막, 양방향 스마트 서비스 데이터를 보기 쉽게 표기해주기 위해, 텍스트 형태의 안내 메타데이터를 국제 표준 방송 송출 규격 신호 데이터로 압축 변환해주는 지능형 시그널링 송출 부품 장치입니다. 채널 편성표의 신호 변환기 역할을 수행합니다. 시그널 인코더 및 스트리밍 서비스 가이드 관리 서버와 한 세트로 묶여 신규 UHD 방송 인프라를 구축할 때 사용됩니다.",
서열변경,,Sequence Modification,아미노산 서열 변경 기술,바이오,"오리지널 바이오 의약품의 기반이 되는 단백질 사슬 구조에서, 특정 아미노산 분자의 배열 순서(서열)를 미세하게 인위적으로 바꾸어 결합하는 첨단 유전공학 바이오 개량 기술입니다. 약의 효능을 높이고 부작용을 줄입니다. 특허가 만료된 복제 바이오시밀러 의약품의 세포 배양 생산 효율을 g/L급 이상 고수율로 향상시킴과 동시에 체내 면역 약효 지속성과 안정성을 대폭 업그레이드한 바이오베터 신약을 제조하는 핵심 가공 기술입니다.",배지
석유계-용제,,Petroleum-Based Solvent,석유계 유기 용제(석유 화학 휘발성 용매),환경,"원유 정제 가공 공정에서 유래하여 잉크, 도료, 접착제를 부드럽게 녹여 도포하기 위해 섞어주는 유기 용매 물질로 흔히 신나나 벤젠 계열의 화학 용제를 의미합니다. 인쇄 후 증발하면서 휘발성 대기 오염 물질을 발생시키는 아쉬움이 있습니다. 녹색 친환경 포장재 규제 지침에 대응하여 이 화학 용제 배합 함량을 대폭 줄이고 가스 오염 물질 발생을 줄이는 폐기물 저감형 패키징 박막 소재 생산 기술에 적용됩니다.",
선광,,Mineral Ore Beneficiation,선광 공정(광석 알갱이 고르기),소재,"광산이나 염호 소금물 자원 원석에서 물리적인 파쇄, 분쇄, 자력 선별, 비중 분리 등의 가공 기술을 적용해, 가치가 없는 주변 돌멩이나 흙 모래 불순물을 일차적으로 걸러내고 우리가 얻고자 하는 유효 핵심 금속 광물 알갱이들만 높은 밀도로 집중 추려내어 모으는 광물 전처리 선별 단계입니다. 원석의 순도를 높여줍니다. 전기차 배터리 핵심 원료가 되는 고순도 99.5% 이상의 탄산리튬 및 수산화리튬 화합물 소재를 제조하는 제련 공정의 첫 관문입니다.",리튬화합물
선택비,,Selectivity Ratio,식각 선택비,반도체,"반도체 회로 형성 화학 공정에서 액체 식각액이나 가스가 보호막 장벽 장치들 중 깎아내야 하는 특정 대상 막질 물질만을 녹여 제거하는 속도와, 보존하고 지켜야 하는 주변의 절연 산화막 구조물을 깎는 속도 간의 미세 정밀도 비율입니다. 주변 구조물 파손 불량을 원천 방지합니다. 3D 입체 낸드플래시 제조 공정 시 주변 산화막은 온전히 두고 특정 실리콘 질화막만 1000배 이상 빠른 속도로 깨끗이 용해 삭각하는 고기능성 특수 인산 제조 기술에 적용됩니다.",막질
선택적촉매환원법,SCR,Selective Catalytic Reduction,선택적 촉매 환원법,환경,"배기가스에 포함된 해로운 질소산화물을 촉매층 위에서 암모니아 등 환원제와 반응시켜 무해한 질소와 물로 바꾸어주는 대기오염 저감 기술입니다. 촉매 반응을 통해 오염 물질만 선택적으로 제거하는 것이 특징입니다. 선박, 대형 발전소, 대형 차량의 배기구 하류측에 탑재되어 글로벌 환경 배출 규제 지침에 대응하는 핵심 시스템으로 쓰입니다.",
섬유고분자,,Fiber Polymer,섬유 고분자,소재,가느다랗고 긴 실 형태로 뽑아낼 수 있도록 수많은 분자가 사슬처럼 길게 연결되어 이루어진 분자량이 매우 큰 유기 화합물 소재입니다. 우수한 유연성과 튼튼한 인장 성능을 동시에 가집니다. 흙이나 바다에서 스스로 썩어 없어지는 친환경 생분해성 의류 원사나 자연 유래 성분을 활용한 고기능성 열가소성 셀룰로오스 섬유 등을 제조하는 공정에 사용됩니다.,셀룰로오스;열가소성
섬유구조체,,Fibrous Structure,섬유 구조체,소재,"미세한 가닥의 섬유들을 직조하거나 3차원 입체 방향으로 오밀조밀하게 얽히게 하여 일정한 형태나 그물망 망을 갖추도록 만든 고기능성 재료 구조입니다. 내부 기공의 크기를 정밀 제어할 수 있습니다. 인체 내 약물 전달용 나노 섬유, 바이러스 감응 필터, 환자 인공 혈액 투석 및 정화용 필터막, 신체 손상 조직을 대체하는 생체 의료용 섬유 제조에 활용됩니다.",
성형,,Forming,성형 가공,장비,"금속이나 재료에 열이나 물리적인 강한 하중을 가하여, 깎아내거나 부러뜨리지 않고 원하는 정밀한 입체 모양으로 변형시켜 제품을 완성하는 금속 가공 공정 기술입니다. 재료의 낭비를 최소화하는 특징이 있습니다. 컴퓨터 제어 장치와 회전 주축, 롤러, 중심 심봉을 연동하여 지름 500밀리미터 이상의 대형 원통형 금속 부품을 정밀 압착 가공하는 장비 제조 기술에 쓰입니다.",소성가공
세라믹-메탈-복합분리막,,Ceramic-Metal Composite Membrane,세라믹 메탈 복합 분리막,소재,열에 매우 강한 도자기 재질(세라믹)과 전기가 잘 통하는 금속(메탈) 소재를 나노 단위로 정교하게 결합하여 만든 하이브리드 가스 거름막 소재입니다. 높은 온도 환경에서도 변형되지 않고 특정 가스 성분만 투과시키는 성질이 있습니다. 석탄 등을 연소하기 전 단계에서 공기 중의 질소는 차단하고 순수한 산소만 대량으로 걸러내어 순산소 연소 공정 효율을 높이는 데 쓰입니다.,
세라믹필터,,Ceramic Filter,세라믹 필터,환경,고온의 열이나 부식성 화학 약품에 견디는 성질이 우수한 세라믹(도자기) 원료를 다공성 구조로 구워내 만든 고성능 미세 입자 거름 장치입니다. 오염 물질을 걸러낸 후 물로 씻어내어 반영구적으로 재사용할 수 있습니다. 공장 배기가스 경로에 특수 촉매와 함께 설치되어 초미세먼지와 대기오염 유발 원인 가스를 고온 환경 조건에서 깨끗이 동시 제거하는 장치에 쓰입니다.,
세포활성-제어기술,,Cell Activity Control Technology,세포 활성 제어 기술,바이오,"생체 세포의 성장, 분화, 재생 등 고유의 생물학적 작동 반응을 인위적으로 촉진시키거나 억제하도록 정밀 조절하는 첨단 바이오 분자 제어 기술입니다. 세포의 대사 과정을 원하는 방향으로 유도합니다. 피부 세포 재생 속도를 조절하여 노화를 방지하는 안티에이징 주름 개선용 바이오 특수 화장품 신소재를 안전하게 개발하고 대량 생산하는 공정에 핵심으로 활용됩니다.",
셀,,Battery Cell,배터리 셀,배터리,"전기를 저장하고 방전하는 배터리의 가장 기본이 되는 독립적인 낱개 단위입니다. 양극, 음극, 전해질, 분리막을 하나의 용기 안에 담아 전기를 만들어내는 최소 부품이며, 이 셀들을 여러 개 묶어서 조립하면 전기차나 전자기기에 탑재되는 모듈과 팩의 형태가 완성됩니다.",셀-4
셀-2,,Cell,셀(통신 반경),통신,하나의 무선 이동통신 기지국 안테나가 공기 중으로 전파를 보내어 단말기와 데이터를 송수신할 수 있는 지리적인 전파 통신 서비스 구역 공간입니다. 통신망을 육각형 벌집 모양 모양으로 나누는 기본 단위입니다. 스마트폰 사용자가 밀집된 도심지나 실내 음영 구역에서 끊김 없는 고속 데이터 소통을 보장하기 위해 소형 및 광역 기지국 장비를 설계 배치하는 기술에 적용됩니다.,
셀-3,,Fuel Cell / Solar Cell,발전 셀,에너지,"연료전지나 태양전지에서 빛 또는 화학 반응을 통해 실제로 전기를 일으키는 최소 기본 단위 부품입니다. 태양광을 흡수하거나 수소와 산소를 반응시켜 전류를 직접 만들어내는 핵심 구역이며, 이 작은 셀들을 촘촘하게 결합하고 대면적화하여 발전소나 건물에 전력을 공급하는 대형 시스템을 구축합니다.",
셀-4,,Battery Cell,배터리 셀,이차전지,"이차전지를 구성하는 가장 기본적이고 독립적인 낱개의 배터리 본체입니다. 에너지를 가두고 내보내는 화학 반응이 일어나는 최소 단위이며, 전기자동차의 주행거리를 늘리고 안정성을 확보하기 위해 이 셀 자체의 중량당 에너지 보존 용량을 높이는 제조 기술 개발이 중심을 이루고 있습니다.",셀
셀룰로오스,,Cellulose,셀룰로오스(식물 섬유소),소재,"식물 세포벽의 주성분으로 지구상에서 가장 흔하게 존재하는 지속 가능한 천연 고분자 탄소 화합물 유기 자원입니다. 인체에 무해하며 자연 분해성이 뛰어난 특징을 가집니다. 석유 화학 나일론 원사 대체용 친환경 의류 소재로 가공하기 위해, 열을 가해 형태를 변형시킬 수 있는 특성(열가소성)을 부여하거나 나노 단위 초미세 실로 뽑아내는 섬유 제조 기술에 쓰입니다.",섬유고분자;열가소성
소결체,,Sintered Body,소결체(구워 만든 고체),소재,"금속이나 세라믹 가루 원료를 녹는점 이하의 높은 온도로 가열하면서 강하게 압착하여, 가루 알갱이들을 서로 단단하게 밀착시켜 구워 만든 단단한 덩어리 형태의 고체 소재입니다. 입자 간 빈틈이 사라져 강도가 극대화됩니다. 값비싼 중희토류 원소 사용량을 대폭 줄이면서도 전기차 모터 내부에 들어가는 고성능 자석의 밀도와 내구성을 확보하는 자석 가공 기술에 활용됩니다.",
소성,,Calcination,소성(고온 굽기 공정),소재,광석이나 시멘트 원료 등 고체 혼합물 자재에 녹는점 이하의 초고온 열을 가하여 내부의 화학 성분을 분해하고 원하는 물리적 성질의 새로운 결정 구조로 변화시키는 산업용 가마 고온 굽기 가공 단계입니다. 시멘트 제조의 필수 핵심 공정입니다. 온실가스 감축을 위해 유연탄 대신 가연성 폐기물이나 순환 자원을 대체 연료로 투입하여 탄소 배출을 저감하는 공정에 적용됩니다.,소성공정
소성가공,,Plastic Deformation Processing,소성 가공,소재,"금속 재료에 외부의 강력한 힘을 가해 변형시켰을 때, 외력을 제거해도 원래의 모양으로 돌아가지 않고 변형된 형태 그대로 고정되는 물리적 특성(소성)을 이용한 압연, 프레스, 주조 등의 기계 성형 공법입니다. 재료의 파괴 없이 형상을 만듭니다. 가혹한 충격과 압력을 견뎌야 하는 초정밀 자동차 금형 부품의 내구 수명을 기존 대비 30% 이상 향상시키는 고청정 특수강 가공 기술에 활용됩니다.",성형
소성공정,,Calcination Process,소성 공정,소재,시멘트 생산 가마 내부에서 점토와 석회석 혼합 원료를 1400도 이상의 초고온 열로 구워 시멘트 화합물 결정을 만들어내는 핵심 가열 생산 제조 단계입니다. 대량의 열 에너지가 소모되므로 연료 선택이 중요합니다. 탄소 중립 탄소 배출 저감 규제 규격에 부합하기 위해 가마 열원으로 쓰이던 유연탄을 가연성 폐기물이나 친환경 바이오매스 대체 연료로 전환하는 기술에 활용됩니다.,소성
소스채널,,Source Channel,소스 채널(데이터 출력 통로),디스플레이,"디스플레이 화면 구동 반도체 칩셋 내부에서, 화면의 화소 하나하나에 영상 밝기 정보를 조율하는 전기 전압 신호를 직접 전송해주는 독립적인 초미세 구동 데이터 출력 단자 통로선입니다. 이 통로 개수가 많을수록 한 번에 더 많은 화소를 미세 제어할 수 있습니다. 4K 초고화질 유기발광다이오드 패널용 구동 반도체 칩셋을 설계하고 제조하는 전력 소자 테스트 기술에 쓰입니다.",
